pws_id,activity_date,federal_type,primary_source,principal_county_served,state_type,status,water_system_name,water_system_no
CA0410018,1992-12-15,C,SW,BUTTE,C,A,DEL ORO WATER CO.-STIRLING BLUFFS,CA0410018
CA0500003,2016-07-29,NC,GW,CALAVERAS,NC,A,U.S. ARMY CORP NEW HOGAN,CA0500003
CA0500007,2016-07-29,NC,GW,CALAVERAS,NC,A,DREAM MOUNTAIN CHRISTIAN CAMP INC.,CA0500007
CA0500009,2016-07-29,NTNC,GW,CALAVERAS,NTNC,A,UNITED PARCEL SERVICE,CA0500009
CA0500016,2016-07-29,NC,GW,CALAVERAS,NC,A,COTTAGE SPRINGS WATER CO.,CA0500016
CA0500019,2016-07-29,C,GW,CALAVERAS,C,A,MINERAL MOUNTAIN MUTUAL WATER,CA0500019
CA0500021,2016-07-29,NC,GW,CALAVERAS,NC,A,SKY HIGH RANCH HOA,CA0500021
CA0500022,2016-07-29,NC,GW,CALAVERAS,NC,A,CAMP MENZIES,CA0500022
CA0500023,2016-07-29,NC,GW,CALAVERAS,NC,A,TAMARACK CABIN OWNERS ASSN,CA0500023
CA0500024,2016-07-29,NC,GW,CALAVERAS,NC,A,"MOUNTAIN RANCH KITCHEN, THE",CA0500024
CA0500026,2016-07-29,NC,GW,CALAVERAS,NC,A,CAMP LODESTAR,CA0500026
CA0500027,2016-07-29,C,GW,CALAVERAS,C,A,LILI VALLEY WATER CO.,CA0500027
CA0500028,2016-07-29,NC,GW,CALAVERAS,NC,A,SHERMAN ACRES MUTUAL WATER ASN,CA0500028
CA0500029,2016-07-29,NC,GU,CALAVERAS,NC,A,TAMARACK SPRINGS MUTUAL WATER,CA0500029
CA0500032,2016-07-29,NC,GW,CALAVERAS,NC,A,NEW MELONES LAKE MARINA,CA0500032
CA0500039,2016-07-29,NTNC,GW,CALAVERAS,NTNC,A,TOYON PARK WATER SYSTEM LLC,CA0500039
CA0500043,2016-07-29,NC,GW,CALAVERAS,NC,A,STANISLAUS RIVER CAMPGROUND,CA0500043
CA0500044,2016-07-29,NC,GW,CALAVERAS,NC,A,BIG MEADOWS CAMPGROUND,CA0500044
CA0500050,2016-07-29,NC,GW,CALAVERAS,NC,A,SALT SPRINGS VALLEY RES. & CAMPGRND,CA0500050
CA0500053,1980-06-27,NTNC,SW,CALAVERAS,NTNC,A,PARDEE CENTER,CA0500053
CA0500055,2016-07-29,NC,GW,CALAVERAS,NC,A,CAMP WOLFEBORO,CA0500055
CA0500057,2016-07-29,NC,GW,CALAVERAS,NC,A,CALIFORNIA CAVERNS,CA0500057
CA0500064,2016-07-29,NC,GW,CALAVERAS,NC,A,CAMP MADONNA OF PEACE,CA0500064
CA0500068,2016-07-29,C,GW,CALAVERAS,C,A,DUNROVIN MOBILE HOME VILLAGE,CA0500068
CA0500069,2016-07-29,NC,GW,CALAVERAS,NC,A,EL TORERO RESTAURANT,CA0500069
CA0500075,2016-07-29,C,GW,CALAVERAS,C,A,LAKESIDE MOBILE ESTATES,CA0500075
CA0500082,2016-07-29,NC,GW,CALAVERAS,NC,A,ANGELS CAMP RV/CAMPING RESORT,CA0500082
CA0500084,2016-07-29,NC,GW,CALAVERAS,NC,A,MORNING STAR OUTREACH,CA0500084
CA0500085,2016-07-29,NTNC,GW,CALAVERAS,NTNC,A,TOYON MIDDLE SCHOOL,CA0500085
CA0500088,2016-07-29,NC,GW,CALAVERAS,NC,A,MOANING CAVERN,CA0500088
CA0500090,2016-07-29,NC,GW,CALAVERAS,NC,A,AMERICAN LEGION POST #376,CA0500090
CA0500091,2016-07-29,C,SW,CALAVERAS,C,A,RITE OF PASSAGE/SIERRA RIDGE,CA0500091
CA0500095,2016-07-29,NTNC,GW,CALAVERAS,NTNC,A,FOOTHILL COMMUNITY CHURCH,CA0500095
CA0500097,2016-07-29,NTNC,GW,CALAVERAS,NTNC,A,CUSD DISTRICT OFFICE,CA0500097
CA0500098,2016-07-29,NC,GW,CALAVERAS,NC,A,CALAVERAS COUNTY AIRPORT,CA0500098
CA0500099,2016-07-29,NC,GW,CALAVERAS,NC,A,CHANGING ECHOES,CA0500099
CA0500102,2016-07-29,NC,GW,CALAVERAS,NC,A,GLORY HOLE RECREATION AREA,CA0500102
CA0500103,2016-07-29,NC,GW,CALAVERAS,NC,A,STONE CORRAL COMMUNITY CHURCH,CA0500103
CA0500104,2016-07-29,NC,GW,CALAVERAS,NC,A,BURSON FULL GOSPEL CHURCH,CA0500104
CA0500105,2016-07-29,NC,GW,CALAVERAS,NC,A,"OAKENDELL, INC.",CA0500105
CA0500106,2016-07-29,NC,GW,CALAVERAS,NC,A,MOUNTAIN RANCH WATER SYSTEM,CA0500106
CA0500107,2016-07-29,NC,GW,CALAVERAS,NC,A,"MACT HEALTH BOARD, INC.",CA0500107
CA0510001,1976-01-01,C,SW,CALAVERAS,C,A,UNION PUBLIC UTILITY DISTRICT,CA0510001
CA0510002,1976-01-01,C,SW,CALAVERAS,C,A,CALAVERAS PUD,CA0510002
CA0510003,1976-01-01,C,SW,CALAVERAS,C,A,"ANGELS, CITY OF",CA0510003
CA0510004,1976-01-01,C,SW,CALAVERAS,C,A,CCWD - SHEEP RANCH,CA0510004
CA0510005,1976-01-01,C,SW,CALAVERAS,C,A,CCWD - WEST POINT,CA0510005
CA0510006,1976-01-01,C,SW,CALAVERAS,C,A,CCWD - JENNY LIND,CA0510006
CA0510009,1976-01-01,C,SWP,CALAVERAS,C,A,BLUE LAKE SPRINGS MUT WTR,CA0510009
CA0510010,1976-01-01,C,GW,CALAVERAS,C,A,VALLEY SPRINGS PUD,CA0510010
CA0510011,1976-01-01,C,SWP,CALAVERAS,C,A,SNOWSHOE SPRINGS ASSN.,CA0510011
CA0510012,1976-01-01,C,SW,CALAVERAS,C,A,CAMANCHE SOUTH SHORE-EBMUD,CA0510012
CA0510016,1976-01-01,C,SW,CALAVERAS,C,A,CCWD - EBBETTS PASS,CA0510016
CA0510017,1976-01-01,C,SW,CALAVERAS,C,A,CCWD - COPPER COVE,CA0510017
CA0510019,1976-01-01,C,GW,CALAVERAS,C,A,CCWD - WALLACE,CA0510019
CA0590003,1976-01-01,NP,,CALAVERAS,RW,A,"ANGELS, CITY OF",CA0590003
CA0590006,2002-07-16,NP,,CALAVERAS,RW,A,CALAVERAS COUNTY WATER DISTRICT-JENNY L,CA0590006
CA0590016,1976-01-01,NP,,CALAVERAS,RW,A,CCWD-FOREST MEADOWS RECYCLING FACILITY,CA0590016
CA0590017,2000-04-10,NP,,CALAVERAS,RW,A,CALAVERAS COUNTY WATER DISTRICT-COPPER C,CA0590017
CA0590901,2001-01-30,NP,,CALAVERAS,RW,A,MURPHYS SANITARY DISTRICT,CA0590901
CA0600001,1976-01-01,NC,GW,COLUSA,NC,A,WARD'S BOAT LANDING,CA0600001
CA0600003,1979-03-22,NC,GW,COLUSA,NC,A,GRIMES BOAT AND LANDING,CA0600003
CA0600005,1981-11-30,C,GW,COLUSA,C,A,COLUSA CO. SERVICE AREA #2-STONYFORD,CA0600005
CA0600008,1979-03-22,C,GW,COLUSA,C,A,COLUSA CO. WWD #1 - GRIMES,CA0600008
CA0600009,1979-03-22,NC,GW,COLUSA,NC,A,COLUSA LANDING,CA0600009
CA0600012,1979-03-22,C,SW,COLUSA,C,A,COLUSA CO. SERVICE AREA #1-CENTURY RANCH,CA0600012
CA0600013,1979-03-22,C,GW,COLUSA,C,A,COLUSA CO. WWD #2 - PRINCETON,CA0600013
CA0600016,1979-03-22,NC,GW,COLUSA,NC,A,WILBUR HOT SPRINGS,CA0600016
CA0600027,1979-03-22,NC,GW,COLUSA,NC,A,TERHEL FARMS TRAILER PARK 01,CA0600027
CA0600032,1979-03-22,NC,GW,COLUSA,NC,A,WILDERNESS UNLIMITED,CA0600032
CA0600033,1979-03-22,NC,GW,COLUSA,NC,A,WILLOW CREEK M.W.C.-LAMBERTVILLE,CA0600033
CA0600042,1979-03-22,NC,GW,COLUSA,NC,A,ARBUCKLE GOLF CLUB,CA0600042
CA0600050,1981-11-30,NC,GW,COLUSA,NC,A,CALTRANS-MAXWELL RESTSTOPS,CA0600050
CA0600056,1994-08-11,NC,GW,COLUSA,NC,A,MENF-LETTS LAKE CG,CA0600056
CA0600061,1983-01-27,NTNC,GW,COLUSA,NTNC,A,OLAM SPICES AND VEGETABLE INGREDIENTS,CA0600061
CA0600065,1984-01-21,NTNC,GW,COLUSA,NTNC,A,COLUSA INDUSTRIAL PROPERTIES,CA0600065
CA0600076,2013-08-14,NC,GW,COLUSA,NC,A,MENF-FOUTS SPRINGS CG,CA0600076
CA0605002,1995-08-08,NTNC,GW,COLUSA,NTNC,A,MORNING STAR PKG. CO.-WMS.,CA0605002
CA0605004,1999-06-24,NTNC,GW,COLUSA,NTNC,A,ADM RICE INC.,CA0605004
CA0605005,1999-11-01,NC,GW,COLUSA,NC,A,KINGDOM HALL OF JEHOVAH'S WITNESS-WMS,CA0605005
CA0605006,1998-12-03,NC,GW,COLUSA,NC,A,RICHMOND HUNTING CLUB-MAXWELL,CA0605006
CA0605007,2001-05-14,NTNC,GW,COLUSA,NTNC,A,SUN VALLEY RICE COMPANY,CA0605007
CA0605011,2004-05-13,C,GW,COLUSA,C,A,DEL ORO WC - ARBUCKLE DISTRICT,CA0605011
CA0605012,2015-05-21,NTNC,GW,COLUSA,NTNC,A,ADAM'S VEGETABLE OILS,CA0605012
CA0605013,2018-10-22,NC,GW,COLUSA,NC,A,T&P FARMS,CA0605013
CA0605014,2018-11-13,NP,,,,A,BOARD CAMP WATER ASSOCIATION,CA0605014
CA0610001,1976-01-01,C,GW,COLUSA,C,A,ARBUCKLE PUBLIC UTILITY DISTRICT,CA0610001
CA0610002,1979-03-22,C,GW,COLUSA,C,A,CITY OF COLUSA,CA0610002
CA0610003,1976-01-01,C,GW,COLUSA,C,A,MAXWELL PUBLIC UTILITY DISTRICT,CA0610003
CA0610004,1979-03-22,C,GW,COLUSA,C,A,CITY OF WILLIAMS,CA0610004
CA0690002,2014-09-10,NP,,COLUSA,RW,A,CITY OF COLUSA RECYCLED WATER,CA0690002
CA0701706,2016-05-10,NC,SW,CONTRA COSTA,NC,A,LOS VAQUEROS MARINA BLDG,CA0701706
CA0701707,2016-05-10,NC,SW,CONTRA COSTA,NC,A,LOS VAQUEROS INTERPRETIVE CENTER,CA0701707
CA0706000,2016-05-10,NC,SW,CONTRA COSTA,NC,A,LAZY M MARINA,CA0706000
CA0706004,2016-05-10,C,GW,CONTRA COSTA,C,A,OAKLEY MUTUAL WATER COMPANY,CA0706004
CA0706005,2016-05-10,C,GW,CONTRA COSTA,C,A,FARRAR PARK PROPERTY OWNERS,CA0706005
CA0706007,2016-05-10,NP,GW,CONTRA COSTA,SSWS,A,VILLA DE GUADALUPE,CA0706007
CA0706014,2016-05-10,NC,GW,CONTRA COSTA,NC,A,ANCHOR MARINA,CA0706014
CA0706015,2016-05-10,NC,GW,CONTRA COSTA,NC,A,NEW DOCS MARINA,CA0706015
CA0706018,2016-05-10,NC,GW,CONTRA COSTA,NC,A,CRUISER HAVEN MARINA,CA0706018
CA0706022,2016-05-10,NC,GW,CONTRA COSTA,NC,A,BYRON UNITED METHODIST,CA0706022
CA0706027,2016-05-10,NTNC,GW,CONTRA COSTA,NTNC,A,ORIN ALLEN YOUTH REHAB FACILITY,CA0706027
CA0706028,2016-05-10,NTNC,GW,CONTRA COSTA,NTNC,A,KNIGHTSEN ELEMENTARY SCHOOL,CA0706028
CA0706029,2016-05-10,NTNC,GW,CONTRA COSTA,NTNC,A,EXCELSIOR MIDDLE SCHOOL,CA0706029
CA0706030,2016-05-10,NC,GW,CONTRA COSTA,NC,A,NEW LIFE MARINA,CA0706030
CA0706031,2002-03-28,NC,GW,CONTRA COSTA,NC,A,COUNTRY JUNCTION DELI,CA0706031
CA0706032,2018-05-24,NC,GW,CONTRA COSTA,NC,A,BETHEL MISSIONARY BAPTIST,CA0706032
CA0706034,2016-05-10,NC,GW,CONTRA COSTA,NC,A,HOLLAND RIVERSIDE MARINA,CA0706034
CA0706037,2016-05-10,NC,GW,CONTRA COSTA,NC,A,BETHEL BAPTIST CHURCH,CA0706037
CA0706040,2016-05-10,NC,GW,CONTRA COSTA,NC,A,LAST RESORT & MARINA LLC,CA0706040
CA0706042,2016-05-10,NC,GW,CONTRA COSTA,NC,A,BETHEL ISLAND GOLF COURSE & COUNTRY CLUB,CA0706042
CA0706045,2016-05-10,NC,GW,CONTRA COSTA,NC,A,WAHL FAMILY WATER SYSTEM,CA0706045
CA0706049,2016-05-10,NC,GW,CONTRA COSTA,NC,A,ALOHA CLUB,CA0706049
CA0706050,2016-05-10,NTNC,GW,CONTRA COSTA,NTNC,A,THOMAS DENOVA LLC WATER SYSTEM,CA0706050
CA0706054,2016-05-10,NC,GW,CONTRA COSTA,NC,A,BETHEL MARKET,CA0706054
CA0706055,2016-05-10,NC,GW,CONTRA COSTA,NC,A,TUGS,CA0706055
CA0706056,2016-05-10,NC,GW,CONTRA COSTA,NC,A,DELTA SPORTSMAN,CA0706056
CA0706059,2016-05-10,NC,GW,CONTRA COSTA,NC,A,GAS N SAVE,CA0706059
CA0706102,2016-05-10,NTNC,GW,CONTRA COSTA,NTNC,A,BAY STANDARDS,CA0706102
CA0706110,2016-05-10,NC,GW,CONTRA COSTA,NC,A,BYRON AIRPORT,CA0706110
CA0706111,2016-05-10,NC,GW,CONTRA COSTA,NC,A,EBRPD LITTLE HILLS,CA0706111
CA0706112,2016-05-10,NC,GW,CONTRA COSTA,NC,A,EBRPD ROUND VALLEY WATER SYSTEM,CA0706112
CA0707501,1984-04-26,C,GW,CONTRA COSTA,C,A,ANGLER S RANCH #3,CA0707501
CA0707502,2016-05-10,NC,GW,CONTRA COSTA,NC,A,EBRPD BLACK DIAMOND MINES,CA0707502
CA0707503,2016-05-10,NC,GW,CONTRA COSTA,NC,A,BETHEL HARBOR,CA0707503
CA0707507,2016-05-10,C,GW,CONTRA COSTA,C,A,WILLOW PARK MARINA,CA0707507
CA0707509,2016-05-10,NC,GW,CONTRA COSTA,NC,A,DELTA BAR AND GRILL,CA0707509
CA0707511,2016-05-10,NP,GW,CONTRA COSTA,SSWS,A,CASTLEROCK WATER SYS,CA0707511
CA0707517,2016-05-10,C,GW,CONTRA COSTA,C,A,COLONIA SANTA MARIA,CA0707517
CA0707519,2016-05-10,C,GW,CONTRA COSTA,C,A,DUTCH SLOUGH WATER WORKS,CA0707519
CA0707521,2016-05-10,NC,GW,CONTRA COSTA,NC,A,BYRON CORNERS INC,CA0707521
CA0707523,2016-05-10,C,GW,CONTRA COSTA,C,A,FLAMINGO MOBILE MANOR,CA0707523
CA0707532,2016-05-10,NC,GW,CONTRA COSTA,NC,A,MCAVOY YACHT HARBOR,CA0707532
CA0707534,2016-05-10,NC,GW,CONTRA COSTA,NC,A,LINDQUIST LANDING MARINA,CA0707534
CA0707542,2016-05-10,NC,GW,CONTRA COSTA,NC,A,CONCORD MT DIABLO TRAILRIDE ASSOC.,CA0707542
CA0707545,2016-05-10,C,GW,CONTRA COSTA,C,A,ORWOOD RESORT,CA0707545
CA0707547,2016-05-10,C,GW,CONTRA COSTA,C,A,KNIGHTSEN COMMUNITY WATER SYSTEM,CA0707547
CA0707550,2016-05-10,NC,GW,CONTRA COSTA,NC,A,SUNSET HARBOR,CA0707550
CA0707553,2016-05-10,C,GW,CONTRA COSTA,C,A,RIVERVIEW MOBILE HOMES,CA0707553
CA0707556,2016-05-10,C,GW,CONTRA COSTA,C,A,SANDMOUND MUTUAL,CA0707556
CA0707557,2016-05-10,NTNC,GW,CONTRA COSTA,NTNC,A,NEIGHBORHOOD CHURCH,CA0707557
CA0707558,2016-05-10,C,GW,CONTRA COSTA,C,A,HERTZ WATER SYSTEM,CA0707558
CA0707562,2016-05-10,NP,GW,CONTRA COSTA,SSWS,A,VALLEY ORCHARD MUTUAL WATER SYSTEM,CA0707562
CA0707564,2016-05-10,NC,GW,CONTRA COSTA,NC,A,MARIN FOOD SPECIALTIES,CA0707564
CA0707568,2016-05-10,NC,GW,CONTRA COSTA,NC,A,MACS OLD HOUSE,CA0707568
CA0707569,2016-05-10,C,GW,CONTRA COSTA,C,A,ANGLERS SUBDIVISION 4,CA0707569
CA0707570,2016-05-10,NC,GW,CONTRA COSTA,NC,A,BRIDGEHEAD CAFE,CA0707570
CA0707572,2016-05-10,C,GW,CONTRA COSTA,C,A,BETHEL ISLAND MUTUAL WATER CO,CA0707572
CA0707573,2016-05-10,C,GW,CONTRA COSTA,C,A,DELTA MUTUAL WATER COMPANY,CA0707573
CA0707574,1979-03-22,C,GW,CONTRA COSTA,C,A,SANTIAGO ISLAND VILLAGE,CA0707574
CA0707575,2016-05-10,C,GW,CONTRA COSTA,C,A,FRANKS MARINA,CA0707575
CA0707576,2016-05-10,C,GW,CONTRA COSTA,C,A,PLEASANTIMES MUTUAL WATER CO,CA0707576
CA0707577,2016-05-10,C,GW,CONTRA COSTA,C,A,RIVERVIEW WATER ASSOCIATION,CA0707577
CA0707580,2002-03-29,NP,GW,CONTRA COSTA,LSS,A,BALDOCCHI WATER SYSTEM,CA0707580
CA0707581,2016-05-10,NP,GW,CONTRA COSTA,SSWS,A,RIVERVIEW MARINA SWS,CA0707581
CA0707585,2016-05-10,C,GW,CONTRA COSTA,C,A,MORAGA HEIGHTS MUTUAL WATER,CA0707585
CA0707588,2016-05-10,C,GW,CONTRA COSTA,C,A,BIG OAK MOBILE HOME PARK WATER,CA0707588
CA0707589,2016-05-10,C,GW,CONTRA COSTA,C,A,BELLA VISTA WATER SYS,CA0707589
CA0707591,2016-05-10,NP,GW,CONTRA COSTA,SSWS,A,BLUE TIP TRAILER PARK WATER,CA0707591
CA0707592,2016-05-10,NC,GW,CONTRA COSTA,NC,A,SUGAR BARGE MARINA,CA0707592
CA0707594,2016-05-10,C,GW,CONTRA COSTA,C,A,CASA MEDANOS WATER SYSTEM,CA0707594
CA0707595,2016-05-10,NC,GW,CONTRA COSTA,NC,A,BYRON INN,CA0707595
CA0707597,2016-05-10,C,GW,CONTRA COSTA,C,A,SANDY POINT MOBILE HOME PARK,CA0707597
CA0707598,2016-05-10,C,GW,CONTRA COSTA,C,A,CAMINO MOBILEHOME,CA0707598
CA0707601,2016-05-10,C,GW,CONTRA COSTA,C,A,RUSSOS MOBILE PARK,CA0707601
CA0707603,2016-05-10,C,SWP,CONTRA COSTA,C,A,CLAYTON PALMS WATER,CA0707603
CA0707608,2016-05-10,C,GW,CONTRA COSTA,C,A,MARINA MOBILE MANOR,CA0707608
CA0707613,2016-05-10,C,GW,CONTRA COSTA,C,A,WILLOW MOBILE HOME PARK,CA0707613
CA0707615,2016-05-10,C,GW,CONTRA COSTA,C,A,DOUBLETREE RANCH WATER SYSTEM,CA0707615
CA0707617,2016-05-10,NC,GW,CONTRA COSTA,NC,A,WILDWOOD ACRES RESORT,CA0707617
CA0707620,2016-05-10,NTNC,GW,CONTRA COSTA,NTNC,A,CANYON SCHOOL,CA0707620
CA0707623,2016-05-10,C,GW,CONTRA COSTA,C,A,WILCOX STATION RANCH,CA0707623
CA0707625,2016-05-10,NTNC,GW,CONTRA COSTA,NTNC,A,GOLDEN EAGLE SMALL WATER SYSTEM,CA0707625
CA0707630,2016-05-10,NC,GW,CONTRA COSTA,NC,A,WILLOWEST MARINA WS,CA0707630
CA0707639,2016-05-10,NC,GW,CONTRA COSTA,NC,A,OLD BORGES RANCH WATER SYS,CA0707639
CA0707643,2017-10-20,NC,GW,CONTRA COSTA,NC,A,EBRPD OLD BRIONES REGIONAL PARK,CA0707643
CA0707644,2016-05-10,NC,GW,CONTRA COSTA,NC,A,EBRPD ALHAMBRA,CA0707644
CA0707800,2016-05-10,NC,GW,CONTRA COSTA,NC,A,ALL STAR ACADEMY OF DANVILLE,CA0707800
CA0707900,2016-05-10,NC,GW,CONTRA COSTA,NC,A,EBRPD MORGAN TERRITORY,CA0707900
CA0707901,2016-05-10,NC,SWP,CONTRA COSTA,NC,A,BRUNS MEMORIAL AMPHITHEATER,CA0707901
CA0707915,2016-02-01,NC,GW,CONTRA COSTA,NC,A,TESS FARM MARKET,CA0707915
CA0708006,2016-05-10,NC,GW,CONTRA COSTA,NC,A,CECCHINI WATER,CA0708006
CA0710001,1979-03-22,C,SW,CONTRA COSTA,C,A,CITY OF ANTIOCH,CA0710001
CA0710002,1979-03-22,C,SWP,CONTRA COSTA,C,A,GOLDEN STATE WATER COMPANY - BAY POINT,CA0710002
CA0710003,1979-03-22,C,SW,CONTRA COSTA,C,A,CONTRA COSTA WATER DISTRICT,CA0710003
CA0710004,1979-03-22,C,SWP,CONTRA COSTA,C,A,BRENTWOOD,CA0710004
CA0710006,1979-03-22,C,SWP,CONTRA COSTA,C,A,CITY OF MARTINEZ,CA0710006
CA0710007,1979-03-22,C,SWP,CONTRA COSTA,C,A,DIABLO WATER DISTRICT,CA0710007
CA0710008,1979-03-22,C,SWP,CONTRA COSTA,C,A,CITY OF PITTSBURG,CA0710008
CA0710009,1979-03-22,C,GW,CONTRA COSTA,C,A,TOWN OF DISCOVERY BAY,CA0710009
CA0710010,1993-01-25,C,SWP,CONTRA COSTA,C,A,RANDALL-BOLD WATER TREATMENT PLANT,CA0710010
CA0710011,2006-06-16,C,SWP,CONTRA COSTA,C,A,CCWD/BRENTWOOD WTP,CA0710011
CA0710300,1979-03-22,NC,GW,CONTRA COSTA,NC,A,MOUNT DIABLO STATE PARK,CA0710300
CA0710800,1992-04-15,NTNC,SW,CONTRA COSTA,NTNC,A,DWR DELTA FIELD DIVISION - BANKS PP,CA0710800
CA0790001,1966-06-26,NP,,CONTRA COSTA,RW,A,EBMUD,CA0790001
CA0790002,1996-02-01,NP,,CONTRA COSTA,RW,A,CENTRAL CONTRA COSTA SANITARY DISTRICT,CA0790002
CA0790003,1976-01-01,NP,,CONTRA COSTA,RW,A,LAMORINDA RECYCLED WATER PROJECT,CA0790003
CA0790004,1976-01-01,NP,,CONTRA COSTA,RW,A,DDSD RECYCLING PROJECT,CA0790004
CA0790005,2000-05-09,NP,,CONTRA COSTA,RW,A,CITY OF BRENTWOOD RECYCLING PROJECT,CA0790005
CA0790007,2001-11-05,NP,,CONTRA COSTA,RW,A,MT. VIEW SANITARY DISTRICT,CA0790007
CA0790009,2017-08-10,NP,,CONTRA COSTA,RW,A,TOWN OF DISCOVERY BAY,CA0790009
CA0800526,1979-03-22,C,GW,DEL NORTE,C,A,REDWOOD PARK C.S.D.,CA0800526
CA0800532,1976-01-01,C,GW,DEL NORTE,C,A,BIG ROCK C.S.D.,CA0800532
CA0800542,1979-03-22,NC,GW,DEL NORTE,NC,A,CRESCENT BEACH MOTEL,CA0800542
CA0800548,1979-03-22,C,GW,DEL NORTE,C,A,KLAMATH C.S.D.,CA0800548
CA0800552,1979-03-22,C,GW,DEL NORTE,C,A,NORTHCREST TRAILER CITY,CA0800552
CA0800555,1976-01-01,C,SW,DEL NORTE,C,A,GASQUET C.S.D.,CA0800555
CA0800556,1976-01-01,C,GW,DEL NORTE,C,A,HRC C.S.D.,CA0800556
CA0800557,1979-03-22,C,GW,DEL NORTE,C,A,HUNTER VALLEY CSD,CA0800557
CA0800603,1979-03-22,C,GW,DEL NORTE,C,A,BUTTE COURT MOBILE HOME PARK,CA0800603
CA0800605,1976-01-01,C,GW,DEL NORTE,C,A,WEST PARK PROPERTIES,CA0800605
CA0800608,1976-01-01,NC,GW,DEL NORTE,NC,A,TREES OF MYSTERY,CA0800608
CA0800615,1976-01-01,NC,GW,DEL NORTE,NC,A,KLAMATH CAMPER CORRAL,CA0800615
CA0800622,1976-01-01,NC,GW,DEL NORTE,NC,A,CHINOOK WATER SYSTEM,CA0800622
CA0800627,1976-01-01,NC,GW,DEL NORTE,NC,A,GOLDEN BEAR RV PARK,CA0800627
CA0800632,1976-01-01,NC,GW,DEL NORTE,NC,A,KLAMATH RIVER RV PARK,CA0800632
CA0800635,1979-03-22,NC,GU,DEL NORTE,NC,A,KAMP KLAMATH CORP.,CA0800635
CA0800647,1976-01-01,NTNC,GW,DEL NORTE,NTNC,A,REDWOOD MAINT. & OPER.,CA0800647
CA0800649,1979-03-22,NTNC,GW,DEL NORTE,NTNC,A,MARGARET KEATING MAIN. & OPER.,CA0800649
CA0800661,1979-03-22,NC,GW,DEL NORTE,NC,A,CALTRANS-COLLIER TUNNEL RS,CA0800661
CA0800700,1976-01-01,C,GW,DEL NORTE,C,A,LAS PALMAS MOBILE HOME PARK,CA0800700
CA0800795,1976-01-01,NTNC,GW,DEL NORTE,NTNC,A,BAR-O RANCH,CA0800795
CA0800800,1976-01-01,C,GW,DEL NORTE,C,A,PINE GROVE TRAILER PARK,CA0800800
CA0800825,1976-01-01,C,GW,DEL NORTE,C,A,JED SMITH HOMEOWNERS ASSN.,CA0800825
CA0800850,1976-01-01,NC,GW,DEL NORTE,NC,A,SEA WEST RESTAURANT,CA0800850
CA0800861,2001-09-12,C,GW,DEL NORTE,C,A,RESERVATION RANCH,CA0800861
CA0810001,1979-03-22,C,GW,DEL NORTE,C,A,CITY OF CRESCENT CITY,CA0810001
CA0810002,1980-03-31,C,GW,DEL NORTE,C,A,SMITH RIVER C.S.D.,CA0810002
CA0810003,1976-01-01,C,GWP,DEL NORTE,C,A,BERTSCH OCEAN VIEW CSD,CA0810003
CA0810300,1976-01-01,NC,SW,DEL NORTE,NC,A,DEL NORTE COAST STATE PARK,CA0810300
CA0810303,1976-01-01,NC,GW,DEL NORTE,NC,A,JEDEDIAH SMITH STATE PARK,CA0810303
CA0810500,1976-01-01,NC,GW,DEL NORTE,NC,A,LAGOON CREEK-REDWOOD NP,CA0810500
CA0810800,1976-01-01,NTNC,GU,DEL NORTE,NTNC,A,CALFIRE-ALDER CONSERVATION CAMP,CA0810800
CA0890001,1976-01-01,NP,,DEL NORTE,RW,A,CITY OF CRESCENT CITY - RW,CA0890001
CA0900100,2016-07-29,NC,GW,EL DORADO,NC,A,CAMP FLEMING --- LODGE,CA0900100
CA0900102,2016-07-29,C,GW,EL DORADO,C,A,GOLD BEACH PARK,CA0900102
CA0900103,2016-07-29,NC,GW,EL DORADO,NC,A,SILVERFORK STORE WATER SYSTEM,CA0900103
CA0900104,2016-07-29,NC,GW,EL DORADO,NC,A,PIONEER BIBLE CHURCH,CA0900104
CA0900105,2016-07-29,NC,GW,EL DORADO,NC,A,SOMERSET HOUSE WATER SYSTEM,CA0900105
CA0900106,2014-07-31,NP,GW,EL DORADO,SSWS,A,INDIAN DIGGINGS SCHOOL,CA0900106
CA0900107,2016-07-29,NC,GW,EL DORADO,NC,A,GRAY'S MART & GAS (HEALTH),CA0900107
CA0900108,2016-07-29,NC,GW,EL DORADO,NC,A,GOLD COUNTRY BAPTIST CHURCH,CA0900108
CA0900109,2018-09-28,NC,GW,EL DORADO,NC,A,DRU BARNER CAMPGROUND,CA0900109
CA0900110,2016-07-29,NC,GW,EL DORADO,NC,A,"COYOTE JUNCTION WATER SYSTEM, C/O TEAM C",CA0900110
CA0900111,2016-07-29,NTNC,GW,EL DORADO,NTNC,A,PIONEER ELEMENTARY SCHOOL EDC,CA0900111
CA0900112,2016-07-29,C,GW,EL DORADO,C,A,CANDLELIGHT VILLAGE MUTUAL WATER CO.,CA0900112
CA0900113,2016-07-29,NC,GW,EL DORADO,NC,A,LEONI MEADOWS CAMP,CA0900113
CA0900116,2016-07-29,NC,GW,EL DORADO,NC,A,MOTHER LODE WATER SYSTEM,CA0900116
CA0900118,2016-07-29,NC,GW,EL DORADO,NC,A,GRIZZLY'S PUB & GRUB,CA0900118
CA0900120,2016-07-29,NC,SW,EL DORADO,NC,A,SCIOTS TRACT WATER SYSTEM,CA0900120
